Date,adj close,sma_t,ema_t,mom_t,stk_t,std_t,rsi_t,macd_t,wr_t,vr_t,cci_t
1998-02-12,0.46843,1,1,1,1,1,1,1,0,1,1
1998-02-13,0.47145200000000004,1,1,0,1,1,1,1,1,1,0
1998-02-17,0.47447399999999995,1,1,0,1,1,1,1,0,1,1
1998-02-18,0.49713999999999997,1,1,1,1,1,1,1,0,1,0
1998-02-19,0.494118,1,1,0,0,1,0,1,1,0,0
1998-02-20,0.48353999999999997,1,1,0,0,0,0,0,1,0,0
1998-02-23,0.5137619999999999,1,1,1,1,1,1,1,0,1,1
1998-02-24,0.515273,1,1,0,1,1,1,1,0,0,0
1998-02-25,0.53945,1,1,1,1,1,0,1,0,1,0
1998-02-26,0.56816,1,1,1,1,1,0,1,0,1,0
1998-02-27,0.571182,1,1,0,1,1,0,1,1,1,0
1998-03-02,0.550027,1,1,0,0,0,0,1,1,0,0
1998-03-03,0.559094,1,1,1,0,0,0,1,0,1,0
1998-03-04,0.5908260000000001,1,1,1,1,1,0,1,0,1,1
1998-03-05,0.581759,1,1,0,0,1,0,1,1,0,0
1998-03-06,0.5908260000000001,1,1,1,1,1,0,1,0,1,1
1998-03-09,0.550027,1,1,0,0,0,0,0,1,0,0
1998-03-10,0.581759,1,1,1,1,0,1,0,0,1,1
1998-03-11,0.631625,1,1,1,1,1,0,1,0,1,0
1998-03-12,0.65278,1,1,0,1,1,0,1,0,1,0
1998-03-13,0.655802,1,1,0,1,1,0,1,1,1,0
1998-03-16,0.645224,1,1,0,0,1,0,1,1,0,0
1998-03-17,0.636912,1,1,1,0,0,0,0,1,0,0
1998-03-18,0.651269,1,1,1,1,1,0,1,0,0,1
1998-03-19,0.6467350000000001,1,1,0,1,1,0,0,1,1,0
1998-03-20,0.6376689999999999,1,1,0,0,0,0,0,1,0,0
1998-03-23,0.631625,1,1,1,0,0,0,0,1,1,0
1998-03-24,0.676956,1,1,1,1,1,0,1,0,0,0
1998-03-25,0.656556,1,1,0,0,0,0,0,1,0,0
1998-03-26,0.642202,1,1,1,0,0,0,0,1,0,0
1998-03-27,0.651269,0,1,1,0,0,1,0,0,0,1
1998-03-30,0.663357,0,1,1,1,0,1,0,0,1,1
1998-03-31,0.664868,1,1,0,1,1,1,0,0,1,1
1998-04-01,0.664868,1,1,0,1,1,1,0,0,0,0
1998-04-02,0.660335,1,1,0,0,1,0,0,1,0,0
1998-04-03,0.654291,1,1,0,0,0,0,0,1,1,0
1998-04-06,0.6346470000000001,1,1,0,0,0,0,0,1,1,1
1998-04-07,0.616514,0,0,1,0,0,0,0,0,0,1
1998-04-08,0.604425,0,0,1,0,0,0,0,1,1,1
1998-04-09,0.619536,0,0,1,1,0,1,0,0,1,1
1998-04-13,0.63918,0,0,1,1,0,1,0,0,1,1
1998-04-14,0.651269,0,1,0,1,1,1,1,0,1,1
1998-04-15,0.663357,0,1,0,1,1,1,1,0,1,1
1998-04-16,0.692067,1,1,1,1,1,1,1,1,1,0
1998-04-17,0.675445,1,1,0,0,1,0,1,1,0,0
1998-04-20,0.701133,1,1,1,1,1,1,1,0,1,1
1998-04-21,0.701133,1,1,0,1,1,0,1,0,1,0
1998-04-22,0.664868,1,1,0,0,1,0,0,1,1,0
1998-04-23,0.669401,1,0,1,0,0,1,0,0,1,0
1998-04-24,0.675445,1,1,1,0,0,1,0,0,1,0
1998-04-27,0.670912,1,0,0,0,0,0,0,1,0,0
1998-04-28,0.651269,1,1,0,0,0,0,0,1,0,0
1998-04-29,0.65278,0,0,1,0,0,1,0,0,0,1
1998-04-30,0.661846,0,0,1,0,0,1,0,0,0,1
1998-05-01,0.676956,0,1,1,1,0,1,1,0,1,1
1998-05-04,0.702645,1,1,1,1,1,1,1,0,1,0
1998-05-05,0.717755,1,1,0,1,1,1,1,0,1,0
1998-05-06,0.732866,1,1,0,1,1,1,1,0,1,0
1998-05-07,0.7298439999999999,1,1,0,1,1,0,1,1,0,0
1998-05-08,0.735888,1,1,1,1,1,1,1,0,1,0
1998-05-11,0.747977,1,1,1,0,1,0,1,1,1,1
1998-05-12,0.728333,1,1,0,0,1,0,0,1,0,0
1998-05-13,0.735888,1,1,1,0,0,1,1,0,1,0
1998-05-14,0.7268220000000001,1,1,0,0,0,0,0,1,0,0
1998-05-15,0.714733,1,1,0,0,0,0,0,1,0,0
1998-05-18,0.689045,1,0,0,0,0,0,0,1,0,1
1998-05-19,0.7102,0,0,1,0,0,1,0,0,0,1
1998-05-20,0.714733,0,1,0,1,0,1,0,0,0,1
1998-05-21,0.6981109999999999,0,0,0,0,0,0,0,1,1,0
1998-05-22,0.6739350000000001,0,0,0,0,0,0,0,1,0,1
1998-05-26,0.645224,0,0,0,0,0,0,0,1,0,1
1998-05-27,0.6467350000000001,0,0,1,1,0,1,0,0,1,1
1998-05-28,0.663357,0,0,1,1,1,1,0,0,0,1
1998-05-29,0.643713,0,0,0,0,0,0,0,1,0,0
1998-06-01,0.6346470000000001,0,0,1,0,0,0,0,1,0,0
1998-06-02,0.649758,0,0,1,1,1,1,0,0,1,1
1998-06-03,0.636158,0,0,0,0,0,0,0,1,0,0
1998-06-04,0.648246,0,0,1,1,1,1,0,0,0,0
1998-06-05,0.649758,0,0,0,1,1,1,0,0,1,1
1998-06-08,0.658824,0,0,1,1,1,1,1,0,1,1
1998-06-09,0.683001,0,1,1,1,1,1,1,0,1,0
1998-06-10,0.6784680000000001,1,1,0,1,1,0,1,1,0,0
1998-06-11,0.672423,1,1,0,0,1,0,1,1,0,0
1998-06-12,0.679979,1,1,1,1,1,1,1,0,1,0
1998-06-15,0.664868,1,0,0,0,1,0,0,1,1,0
1998-06-16,0.676956,1,1,1,1,1,1,1,0,0,1
1998-06-17,0.679979,1,1,0,1,1,1,1,0,1,1
1998-06-18,0.660335,1,1,0,0,0,0,0,1,0,0
1998-06-19,0.654291,1,0,1,0,0,0,0,1,0,0
1998-06-22,0.661846,0,0,1,0,0,1,0,0,1,1
1998-06-23,0.672423,1,0,1,1,0,1,1,0,0,1
1998-06-24,0.683001,0,1,0,1,1,1,1,0,1,1
1998-06-25,0.6905560000000001,1,1,0,1,1,1,1,0,1,0
1998-06-26,0.6814899999999999,1,1,0,1,1,0,1,1,0,0
1998-06-29,0.693578,1,1,1,1,1,1,1,0,1,1
1998-06-30,0.693578,1,1,0,1,1,0,1,0,0,0
1998-07-01,0.723799,1,1,1,1,1,1,1,0,1,0
1998-07-02,0.701133,1,1,0,0,1,0,1,1,0,0
1998-07-06,0.7343770000000001,1,1,1,1,1,1,1,0,1,1
1998-07-07,0.737399,1,1,0,1,1,1,1,1,1,0
1998-07-08,0.7872640000000001,1,1,1,1,1,0,1,0,1,0
1998-07-09,0.766109,1,1,0,0,0,0,1,1,0,0
1998-07-10,0.775176,1,1,1,0,0,1,1,0,1,0
1998-07-13,0.820508,1,1,1,1,1,0,1,0,1,1
1998-07-14,0.808419,1,1,0,1,1,0,1,1,0,0
1998-07-15,0.8325959999999999,1,1,1,1,1,0,1,0,1,1
1998-07-16,0.9066379999999999,1,1,1,1,1,0,1,1,1,0
1998-07-17,0.8915280000000001,1,1,0,0,1,0,1,1,0,0
1998-07-20,0.876417,1,1,0,0,0,0,1,1,0,0
1998-07-21,0.8613059999999999,1,1,0,0,0,0,0,1,0,0
1998-07-22,0.846196,1,1,0,0,0,0,0,1,0,0
1998-07-23,0.844685,1,1,1,0,0,0,0,1,1,0
1998-07-24,0.8386399999999999,1,1,0,0,0,0,0,1,0,0
1998-07-27,0.8325959999999999,1,0,0,0,0,0,0,1,0,0
1998-07-28,0.812952,1,0,0,0,0,0,0,1,1,0
1998-07-29,0.849218,1,0,1,1,0,1,0,0,0,1
1998-07-30,0.882461,0,1,0,1,1,1,1,0,0,1
1998-07-31,0.8371290000000001,0,1,0,0,1,0,0,1,1,0
1998-08-03,0.849218,0,0,1,1,1,1,0,0,1,0
1998-08-04,0.8265520000000001,0,1,0,0,0,0,0,1,1,1
1998-08-05,0.870373,0,0,1,1,1,1,1,0,1,1
1998-08-06,0.8915280000000001,1,1,0,1,1,1,1,0,1,1
1998-08-07,0.882461,1,1,0,1,1,0,1,1,0,0
1998-08-10,0.917216,1,1,1,1,1,1,1,0,1,1
1998-08-11,0.9429040000000001,1,1,0,0,1,1,1,1,1,0
1998-08-12,0.968592,1,1,0,1,1,0,1,0,1,0
1998-08-13,0.9534809999999999,1,1,0,0,1,0,1,1,0,0
1998-08-14,0.9791690000000001,1,1,1,1,1,1,1,0,1,0
1998-08-17,1.013923,1,1,1,1,1,0,1,1,1,1
1998-08-18,1.029034,1,1,0,1,1,0,1,0,1,1
1998-08-19,0.991258,1,1,0,0,0,0,0,1,0,0
1998-08-20,0.982191,1,1,1,0,0,0,0,1,0,0
1998-08-21,1.039612,1,0,1,1,0,1,1,0,1,1
1998-08-24,0.995791,1,1,0,0,0,0,0,1,0,0
1998-08-25,0.986725,1,1,1,0,0,0,0,1,0,0
1998-08-26,0.976147,1,0,0,0,0,0,0,1,0,0
1998-08-27,0.9066379999999999,0,0,0,0,0,0,0,1,0,1
1998-08-28,0.8265520000000001,0,0,0,0,0,0,0,1,0,1
1998-08-31,0.754021,0,0,1,0,0,0,0,0,0,1
1998-09-01,0.825041,0,0,1,1,0,1,0,0,1,1
1998-09-02,0.8597950000000001,0,0,0,1,0,1,0,0,1,1
1998-09-03,0.8371290000000001,0,0,0,1,0,0,0,1,0,0
1998-09-04,0.849218,0,0,1,1,1,1,0,0,0,1
1998-09-08,0.9247709999999999,0,1,1,1,1,1,1,0,1,1
1998-09-09,0.903616,0,1,0,1,1,0,1,1,1,1
1998-09-10,0.9217489999999999,0,0,1,1,1,1,1,0,1,1
1998-09-11,0.90966,0,1,0,1,1,0,1,1,1,1
1998-09-14,0.899083,1,1,1,1,1,0,1,1,1,0
1998-09-15,0.9232600000000001,1,0,1,1,1,1,1,0,1,0
1998-09-16,0.9021049999999999,1,1,0,0,1,0,0,1,0,0
1998-09-17,0.870373,1,0,0,0,0,0,0,1,0,0
1998-09-18,0.8885049999999999,1,0,1,0,0,1,0,0,1,0
1998-09-21,0.8930389999999999,1,0,0,0,0,1,0,1,0,0
1998-09-22,0.89455,0,1,0,0,0,1,1,0,0,1
1998-09-23,0.9262819999999999,0,1,1,1,1,1,1,0,1,1
1998-09-24,0.930815,1,1,0,1,1,1,1,0,0,1
1998-09-25,0.936859,0,1,1,1,1,1,1,0,1,0
1998-09-28,0.944415,1,1,1,1,1,1,1,1,1,1
1998-09-29,0.954992,1,1,1,1,1,1,1,0,0,0
1998-09-30,0.9217489999999999,1,1,0,0,1,0,0,1,1,0
1998-10-01,0.8628170000000001,1,0,0,0,0,0,0,1,0,0
1998-10-02,0.847707,0,0,1,0,0,0,0,0,0,0
1998-10-05,0.778198,0,0,0,0,0,0,0,1,0,1
1998-10-06,0.7872640000000001,0,0,1,0,0,1,0,0,1,1
1998-10-07,0.772153,0,0,0,0,0,0,0,1,0,1
1998-10-08,0.744954,0,0,0,1,0,0,0,0,0,0
1998-10-09,0.849218,0,0,1,1,1,1,1,0,1,1
1998-10-12,0.905127,0,1,0,1,1,1,1,0,1,1
1998-10-13,0.936859,0,1,0,1,1,1,1,0,1,1
1998-10-14,0.903616,1,1,0,1,1,0,1,1,0,1
1998-10-15,0.885483,0,1,1,0,1,0,1,1,0,0
1998-10-16,0.8869940000000001,1,1,1,0,1,1,1,0,1,1
1998-10-19,0.9066379999999999,1,1,1,1,1,1,1,0,1,0
1998-10-20,0.871884,1,1,0,0,1,0,0,1,0,0
1998-10-21,0.8975719999999999,1,1,1,0,1,1,1,0,1,0
1998-10-22,0.8885049999999999,1,1,0,0,0,0,1,1,1,0
1998-10-23,0.858284,1,1,0,0,0,0,0,1,0,1
1998-10-26,0.905127,0,0,1,1,0,1,1,0,0,1
1998-10-27,0.85224,0,1,0,0,0,0,0,1,0,0
1998-10-28,0.890016,0,0,1,1,0,1,1,0,1,0
1998-10-29,0.88095,1,0,0,1,0,0,1,1,1,1
1998-10-30,0.8975719999999999,0,1,1,1,1,1,1,0,0,1
1998-11-02,0.90966,1,1,0,1,1,1,1,0,0,0
1998-11-03,0.9141940000000001,0,1,0,1,1,1,1,0,1,0
1998-11-04,0.935349,1,1,1,1,1,1,1,0,1,0
1998-11-05,0.9232600000000001,1,1,0,1,1,0,1,1,0,0
1998-11-06,0.9202379999999999,1,1,1,1,1,0,1,1,0,0
1998-11-09,0.885483,1,1,0,0,0,0,0,1,0,0
1998-11-10,0.849218,0,0,0,0,0,0,0,1,0,0
1998-11-11,0.811441,1,0,0,0,0,0,0,0,0,1
1998-11-12,0.822019,0,0,1,0,0,1,0,0,1,1
1998-11-13,0.8628170000000001,0,0,1,1,0,1,0,0,1,1
1998-11-16,0.870373,0,0,0,1,1,1,1,0,1,1
1998-11-17,0.8416620000000001,0,0,0,0,0,0,0,1,0,0
1998-11-18,0.856773,0,0,1,1,1,1,0,0,0,1
1998-11-19,0.8643290000000001,0,0,0,1,1,1,1,0,1,1
1998-11-20,0.853751,0,1,0,1,1,0,0,1,1,0
1998-11-23,0.876417,0,0,1,1,1,1,1,0,1,1
1998-11-24,0.8688620000000001,0,1,0,1,1,0,1,1,1,0
1998-11-25,0.849218,1,0,0,0,0,0,0,1,1,0
1998-11-27,0.847707,1,0,1,0,0,0,0,1,0,0
1998-11-30,0.772153,0,0,0,0,0,0,0,1,0,1
1998-12-01,0.825041,0,0,1,1,0,1,0,0,1,1
1998-12-02,0.870373,0,0,0,1,1,1,1,0,1,1
1998-12-03,0.814463,1,1,0,0,1,0,0,1,0,0
1998-12-04,0.791797,0,0,1,0,0,0,0,1,0,0
1998-12-07,0.815974,0,0,1,1,0,1,0,0,1,1
1998-12-08,0.775176,0,0,0,0,0,0,0,1,0,0
1998-12-09,0.7736649999999999,0,0,1,0,0,0,0,1,0,0
1998-12-10,0.7736649999999999,0,0,1,0,0,1,0,0,1,1
1998-12-11,0.815974,0,0,1,1,0,1,1,0,1,1
1998-12-14,0.7857529999999999,0,0,0,0,0,0,0,1,1,0
1998-12-15,0.811441,1,0,1,1,1,1,1,0,0,1
1998-12-16,0.793308,0,1,0,1,1,0,1,1,0,1
1998-12-17,0.808419,0,0,1,1,1,1,1,0,1,1
1998-12-18,0.8507290000000001,0,1,1,1,1,1,1,0,1,0
1998-12-21,0.847707,1,1,0,1,1,0,1,1,0,0
1998-12-22,0.9187270000000001,1,1,1,1,1,1,1,0,1,0
1998-12-23,0.962548,1,1,0,1,1,1,1,1,1,0
1998-12-24,0.9489479999999999,1,1,0,1,1,0,1,1,0,0
1998-12-28,0.988236,1,1,1,1,1,1,1,0,1,0
1998-12-29,0.986725,1,1,0,1,1,0,1,1,1,0
1998-12-30,0.968592,1,1,0,0,1,0,1,1,0,0
1998-12-31,0.9897469999999999,1,1,1,1,1,1,1,0,1,0
1999-01-04,0.997302,1,1,0,0,1,1,1,1,1,1
1999-01-05,1.047167,1,1,1,1,1,0,1,0,1,1
1999-01-06,1.00939,1,1,0,0,0,0,1,1,0,0
1999-01-07,1.087966,1,1,1,1,1,0,1,0,1,0
1999-01-08,1.087966,1,1,0,0,0,0,1,1,0,0
1999-01-11,1.109121,1,1,1,1,0,0,1,0,1,0
1999-01-12,1.115165,1,1,0,1,1,0,1,0,1,0
1999-01-13,1.124231,1,0,1,1,1,0,1,1,1,0
1999-01-14,1.000324,1,1,0,0,0,0,0,1,0,0
1999-01-15,0.998813,1,0,1,0,0,0,0,1,0,0
1999-01-19,0.988236,0,0,0,0,0,0,0,1,0,1
1999-01-20,0.9806799999999999,0,0,1,0,0,0,0,1,0,1
1999-01-21,0.938371,0,0,0,0,0,0,0,0,1,0
1999-01-22,0.936859,0,0,1,0,0,0,0,0,0,1
1999-01-25,0.9519700000000001,0,0,1,1,0,1,0,0,1,1
1999-01-26,0.9791690000000001,0,0,1,1,0,1,0,0,0,1
1999-01-27,0.970103,0,1,0,1,1,0,0,1,0,1
1999-01-28,0.988236,0,1,1,1,1,1,0,0,0,1
1999-01-29,0.995791,0,1,0,1,1,1,0,0,1,1
1999-02-01,0.9897469999999999,0,1,0,1,1,0,0,1,1,1
1999-02-02,0.9474370000000001,0,0,0,0,1,0,0,1,1,0
1999-02-03,0.971614,0,0,1,1,1,1,0,0,1,1
1999-02-04,0.9157040000000001,0,0,0,0,0,0,0,1,1,0
1999-02-05,0.877928,1,0,1,0,0,0,0,1,0,1
1999-02-08,0.912682,0,0,1,1,0,1,0,0,1,1
1999-02-09,0.899083,0,0,0,0,0,0,0,1,0,1
1999-02-10,0.9262819999999999,0,0,1,1,0,1,0,0,1,1
1999-02-11,0.9580139999999999,0,0,1,1,1,1,1,0,1,1
1999-02-12,0.911171,0,1,0,0,1,0,0,1,0,0
1999-02-16,0.9262819999999999,0,1,1,1,1,1,1,0,1,1
1999-02-17,0.89455,0,0,0,0,0,0,0,1,1,0
1999-02-18,0.870373,0,0,1,0,0,0,0,1,0,0
1999-02-19,0.899083,0,0,1,1,0,1,0,0,1,1
1999-02-22,0.9293040000000001,0,0,1,1,1,1,1,0,1,1
1999-02-23,0.9293040000000001,1,1,0,1,1,0,1,0,0,1
1999-02-24,0.905127,1,1,0,0,1,0,0,1,1,0
1999-02-25,0.8930389999999999,1,0,1,0,0,0,0,1,0,0
1999-02-26,0.8416620000000001,0,0,0,0,0,0,0,1,0,1
1999-03-01,0.815974,0,0,1,0,0,0,0,1,0,1
1999-03-02,0.8371290000000001,0,0,1,0,0,1,0,0,1,1
1999-03-03,0.8265520000000001,0,0,0,0,0,0,0,1,1,1
1999-03-04,0.808419,0,0,0,0,0,0,0,0,1,0
1999-03-05,0.802375,0,0,1,0,0,0,0,1,0,1
1999-03-08,0.8310850000000001,0,0,1,1,0,1,1,0,1,1
1999-03-09,0.825041,0,0,0,1,1,0,1,1,0,1
1999-03-10,0.7872640000000001,0,0,0,0,0,0,0,1,0,0
1999-03-11,0.778198,0,0,1,0,0,0,0,0,0,0
1999-03-12,0.802375,0,0,1,1,1,1,1,0,1,1
1999-03-15,0.8235299999999999,0,0,0,1,1,1,1,0,1,1
1999-03-16,0.858284,1,1,1,1,1,1,1,0,0,0
1999-03-17,0.8235299999999999,1,1,0,0,1,0,1,1,0,0
1999-03-18,0.858284,0,0,1,1,1,1,1,0,1,1
1999-03-19,0.80993,1,1,0,0,1,0,0,1,0,0
1999-03-22,0.847707,1,0,1,1,1,1,1,0,1,1
1999-03-23,0.797842,1,0,0,0,0,0,0,1,0,0
1999-03-24,0.814463,0,0,1,0,0,1,1,0,1,0
1999-03-25,0.817485,1,1,0,0,0,1,1,1,1,1
1999-03-26,0.803886,1,0,0,0,0,0,0,1,0,0
1999-03-29,0.8552620000000001,1,0,1,1,1,1,1,0,1,1
1999-03-30,0.867351,0,1,0,1,1,1,1,0,1,1
1999-03-31,0.8688620000000001,1,1,0,1,1,1,1,1,1,0
1999-04-01,0.871884,1,1,1,1,1,1,1,0,1,0
1999-04-05,0.8960610000000001,1,1,1,1,1,1,1,0,1,1
1999-04-06,0.9187270000000001,1,1,0,1,1,1,1,0,1,0
1999-04-07,0.8975719999999999,1,1,0,0,1,0,1,1,1,0
1999-04-08,0.8915280000000001,1,1,1,0,1,0,1,1,0,0
1999-04-09,0.8885049999999999,1,1,1,0,0,0,1,1,0,0
1999-04-12,0.876417,1,0,0,0,0,0,0,1,0,0
1999-04-13,0.8371290000000001,1,1,0,0,0,0,0,1,0,0
1999-04-14,0.859038,1,0,1,0,0,1,0,0,1,1
1999-04-15,0.8643290000000001,0,0,0,0,0,1,0,0,1,0
1999-04-16,0.856773,0,1,0,0,0,0,0,1,0,1
1999-04-19,0.8189960000000001,0,0,0,0,0,0,0,1,0,0
1999-04-20,0.8235299999999999,0,0,1,0,0,1,0,0,0,0
1999-04-21,0.8310850000000001,0,0,1,1,0,1,0,0,1,1
1999-04-22,0.879439,0,0,1,1,1,1,1,0,1,1
1999-04-23,0.9474370000000001,0,1,1,1,1,1,1,0,1,0
1999-04-26,0.9897469999999999,1,1,0,1,1,1,1,0,1,0
1999-04-27,1.106099,1,1,1,1,1,0,1,0,1,0
1999-04-28,1.0653,1,1,0,1,1,0,1,1,0,0
1999-04-29,1.039612,1,1,1,0,1,0,1,1,0,0
1999-04-30,1.112143,1,1,1,1,1,0,1,0,1,1
1999-05-03,1.198273,1,1,1,1,1,0,1,0,1,1
1999-05-04,1.124231,1,1,0,0,1,0,1,1,0,0
1999-05-05,1.13632,1,1,1,0,1,1,1,0,1,0
1999-05-06,1.075877,1,1,0,0,0,0,0,1,0,0
1999-05-07,1.109121,1,1,1,0,0,1,0,0,0,0
1999-05-10,1.09401,1,1,0,0,0,0,0,1,0,1
1999-05-11,1.081921,1,1,1,0,0,0,0,1,0,0
1999-05-12,1.124231,1,1,1,1,0,1,0,0,1,1
1999-05-13,1.116676,1,1,0,0,0,0,0,1,1,1
1999-05-14,1.072855,1,1,0,0,0,0,0,1,0,0
1999-05-17,1.072855,0,0,1,0,0,0,0,0,0,0
1999-05-18,1.09401,0,1,1,1,0,1,0,0,1,1
1999-05-19,1.0924989999999999,0,1,0,1,1,0,0,1,0,0
1999-05-20,1.027523,0,1,0,0,0,0,0,1,1,1
1999-05-21,1.062278,0,0,1,0,0,1,0,0,1,1
1999-05-24,1.013923,0,0,0,0,0,0,0,1,1,0
1999-05-25,1.0033459999999998,0,0,1,0,0,0,0,0,1,1
1999-05-26,1.0653,0,0,1,1,1,1,0,0,1,1
1999-05-27,1.051701,0,0,0,1,1,0,0,1,0,1
1999-05-28,1.0653,0,0,1,1,1,1,0,0,1,1
1999-06-01,1.083433,1,1,1,1,1,1,1,0,1,1
1999-06-02,1.125742,0,1,1,1,1,1,1,0,1,0
1999-06-03,1.1468969999999998,1,1,0,1,1,1,1,0,1,0
1999-06-04,1.163519,1,1,0,1,1,1,1,0,1,0
1999-06-07,1.183163,1,1,1,1,1,1,1,0,0,0
1999-06-08,1.152942,1,1,0,0,1,0,1,1,0,0
1999-06-09,1.171074,1,1,1,1,1,1,1,0,1,0
1999-06-10,1.163519,1,1,0,0,1,0,1,1,0,0
1999-06-11,1.1227200000000002,1,1,0,0,0,0,0,1,1,0
1999-06-14,1.098543,1,0,1,0,0,0,0,1,0,0
1999-06-15,1.1136540000000001,1,0,1,0,0,1,0,0,0,0
1999-06-16,1.158986,1,0,1,1,0,1,1,0,0,1
1999-06-17,1.1212090000000001,1,1,0,0,0,0,0,1,0,0
1999-06-18,1.139342,0,0,1,1,0,1,0,0,0,0
1999-06-21,1.124231,0,1,0,0,0,0,0,1,0,1
1999-06-22,1.097032,0,0,0,0,0,0,0,1,1,0
1999-06-23,1.056233,0,0,0,0,0,0,0,1,0,1
1999-06-24,1.02299,0,0,1,0,0,0,0,1,0,1
1999-06-25,1.019968,0,0,1,0,0,0,0,0,0,1
1999-06-28,1.029034,0,0,1,0,0,1,0,0,1,1
1999-06-29,1.097032,0,0,1,1,1,1,1,0,1,1
1999-06-30,1.1196979999999999,0,1,0,1,1,1,1,0,1,1
1999-07-01,1.095521,0,1,0,1,1,0,1,1,1,0
1999-07-02,1.1196979999999999,1,1,1,1,1,1,1,0,0,1
1999-07-06,1.145386,0,1,1,1,1,1,1,0,1,1
1999-07-07,1.205829,1,1,1,1,1,1,1,1,1,0
1999-07-08,1.317647,1,1,1,1,1,0,1,0,1,0
1999-07-09,1.344847,1,1,0,1,1,0,1,0,1,0
1999-07-12,1.317647,1,1,0,1,1,0,1,1,0,0
1999-07-13,1.2980040000000002,1,1,1,0,1,0,1,1,0,0
1999-07-14,1.352402,1,1,1,1,1,1,1,0,1,1
1999-07-15,1.287426,1,1,0,0,0,0,0,1,0,0
1999-07-16,1.282893,1,1,1,0,0,0,0,1,0,0
1999-07-19,1.316136,1,1,1,0,0,1,1,0,1,1
1999-07-20,1.27836,1,1,0,0,0,0,0,1,0,0
1999-07-21,1.3070700000000002,1,1,1,0,0,1,0,1,0,0
1999-07-22,1.266271,1,1,0,0,0,0,0,1,0,1
1999-07-23,1.288937,0,0,1,0,0,1,0,0,0,1
1999-07-26,1.231517,0,0,0,0,0,0,0,1,0,1
1999-07-27,1.2980040000000002,0,0,1,1,0,1,0,0,1,1
1999-07-28,1.314625,0,1,0,1,1,1,1,0,0,1
1999-07-29,1.302537,0,1,0,1,1,0,0,1,1,0
1999-07-30,1.346358,1,1,1,1,1,1,1,0,1,0
1999-08-02,1.347869,1,1,0,1,1,1,1,1,0,0
1999-08-03,1.33578,1,1,0,0,1,0,0,1,1,0
1999-08-04,1.301026,1,1,0,0,0,0,0,1,0,0
1999-08-05,1.323692,0,0,1,0,0,1,0,0,1,0
1999-08-06,1.308581,1,0,0,0,0,0,0,1,0,1
1999-08-09,1.316136,1,1,1,0,0,1,0,1,1,1
1999-08-10,1.338802,1,0,1,1,0,1,0,0,1,1
1999-08-11,1.443066,1,1,1,1,1,1,1,0,1,0
1999-08-12,1.450621,1,1,0,1,1,1,1,1,1,0
1999-08-13,1.452132,1,1,0,1,1,1,1,1,0,0
1999-08-16,1.46271,1,1,1,1,1,1,1,0,0,0
1999-08-17,1.458176,1,1,0,1,1,0,1,1,1,0
1999-08-18,1.453643,1,1,0,0,1,0,1,1,0,1
1999-08-19,1.4204,1,1,0,0,0,0,0,1,0,0
1999-08-20,1.430977,1,1,1,0,0,1,0,0,1,0
1999-08-23,1.4687540000000001,1,1,1,1,1,1,1,0,1,1
1999-08-24,1.4596870000000002,1,1,0,0,0,0,0,1,0,0
1999-08-25,1.483865,1,1,1,1,1,1,1,0,0,1
1999-08-26,1.501997,1,1,0,1,1,1,1,1,0,0
1999-08-27,1.5654620000000001,1,1,1,1,1,0,1,0,1,0
1999-08-30,1.5004870000000001,1,1,0,0,0,0,0,1,0,0
1999-08-31,1.57755,1,1,1,1,1,1,1,0,1,1
1999-09-01,1.659148,1,1,1,1,1,0,1,0,1,0
1999-09-02,1.705991,1,1,0,1,1,0,1,1,1,0
1999-09-03,1.7770110000000001,1,1,1,1,1,0,1,1,1,0
1999-09-07,1.8465200000000002,1,1,0,1,1,0,1,0,1,0
1999-09-08,1.801189,1,1,0,0,0,0,1,1,0,0
1999-09-09,1.826876,1,1,1,0,0,0,1,0,1,0
1999-09-10,1.872208,1,1,1,1,1,0,1,0,1,1
1999-09-13,1.813277,1,1,0,0,0,0,0,1,0,0
1999-09-14,1.8812740000000001,1,1,1,1,1,0,1,0,1,1
1999-09-15,1.822343,1,1,0,0,0,0,0,1,0,0
1999-09-16,1.8570970000000002,1,1,1,0,0,1,0,0,0,0
1999-09-17,1.8601189999999999,1,1,0,0,0,1,0,1,0,1
1999-09-20,1.9114959999999999,1,1,1,1,0,0,1,0,0,0
1999-09-21,1.6742580000000002,0,0,0,0,0,0,0,1,0,1
1999-09-22,1.699946,0,0,1,0,0,1,0,0,1,1
1999-09-23,1.530707,0,0,0,0,0,0,0,1,0,1
1999-09-24,1.569995,0,0,1,0,0,1,0,0,1,1
1999-09-27,1.482353,0,0,0,0,0,0,0,1,0,1
1999-09-28,1.441555,0,0,1,0,0,0,0,0,0,0
1999-09-29,1.4279549999999999,0,0,1,0,0,0,0,1,0,1
1999-09-30,1.530707,0,0,1,1,0,1,0,0,1,1
1999-10-01,1.492174,0,0,0,1,1,0,0,1,0,0
1999-10-04,1.560929,0,0,1,1,1,1,1,0,1,1
1999-10-05,1.642526,0,1,1,1,1,1,1,0,1,1
1999-10-06,1.624393,0,1,0,1,1,0,1,1,0,1
1999-10-07,1.60475,0,1,0,1,1,0,1,0,1,0
1999-10-08,1.585106,1,0,0,1,1,0,1,1,0,0
1999-10-11,1.6123049999999999,0,0,1,1,1,1,1,0,1,1
1999-10-12,1.6364809999999999,1,1,0,1,1,1,1,0,1,1
