Date,open,high,low,close,adj close,volume,sma,sma_t,ema,ema_t,mom,mom_t,stk,stk_t,std,std_t,rsi,rsi_t,macd,macd_t,wr,wr_t,vr,vr_t,cci,cci_t
1981-01-07,0.553571,0.553571,0.551339,0.551339,0.025084,13921600.0,0.6002230999999999,1,0.5837880687353075,0,-4.263639252430562,1,40.22563348400743,0,63.106992761193254,0,49.59099555231335,0,0.011106937773025183,0,100.0,1,110.01114413075781,0,-115.73096619918782,0
1981-01-08,0.542411,0.542411,0.540179,0.540179,0.024576,9956800.0,0.5993302999999999,0,0.5760562380693718,0,-2.0241629922788107,1,26.817088989338288,0,51.01035817057493,0,46.92190619932613,0,0.007486312408854112,0,100.0,0,77.71401243424198,0,-133.53837049285877,0
1981-01-09,0.569196,0.571429,0.569196,0.569196,0.025896,5376000.0,0.5982141999999999,0,0.5747807497010118,0,5.3717378868856525,1,27.097707913903868,1,43.03947475168457,0,53.8734916471319,1,0.006474175909005564,0,72.34105423696496,0,68.2847122588873,0,-61.187987372519636,1
1981-01-12,0.569196,0.569196,0.564732,0.564732,0.025693,5924800.0,0.5917408999999998,0,0.5737466528856031,0,-0.7842641199165223,0,27.23166527481591,1,37.77020492606168,0,52.72935636690482,0,0.005324966017953736,0,76.59613001620433,1,44.73684210526316,0,-55.30535672514649,1
1981-01-13,0.546875,0.546875,0.544643,0.544643,0.024779,5762400.0,0.5821426999999998,0,0.5687875736108581,0,-3.5572625599399443,0,20.006180141853505,0,31.848863331325617,0,47.808648971330015,0,0.0030441593833774316,0,95.00028000223999,1,13.168864894416728,0,-88.01880973949552,0
1981-01-14,0.546875,0.549107,0.546875,0.546875,0.024881,3572800.0,0.5738837999999997,0,0.5647546813472644,0,0.40980972857449505,1,16.115058365866684,0,26.60426167617264,0,48.384979637387005,1,0.0013917765527574621,0,91.66718518610696,0,22.192420834054335,1,-73.0505181260133,1
1981-01-15,0.558036,0.5625,0.558036,0.558036,0.025388,3516800.0,0.5685266999999997,0,0.5635208909046138,0,2.040868571428578,1,19.93872127272737,1,24.382414875024217,0,51.282029554544394,1,0.0008520314790864125,0,77.77791604962853,0,32.05179682794619,1,-29.24368980149146,1
1981-01-16,0.555804,0.555804,0.553571,0.553571,0.025185,3348800.0,0.5624999999999998,0,0.5621063645213509,0,-0.800127590334665,0,25.056566654630537,1,24.60713213489299,1,50.071232936560186,0,0.00011581177961095257,0,79.31162330840995,1,21.079545454545453,0,-34.8266666666669,0
1981-01-19,0.587054,0.589286,0.587054,0.587054,0.026708999999999997,10393600.0,0.5607142999999997,0,0.5666725534065266,1,6.048546618229622,1,48.52265215018824,1,32.57897213999141,1,58.06683576036317,1,0.0018691950183986616,1,4.5451768586963395,0,45.53262688232013,1,153.12183908045895,0
1981-01-20,0.571429,0.571429,0.569196,0.569196,0.025896,7520800.0,0.5600446999999997,0,0.5675420757325187,1,-3.041968881908641,0,52.044879944329686,1,39.06760807477083,1,53.175730855487,0,0.001958283055901955,1,40.91066446738741,1,49.22817173178968,1,62.27980720296916,0
1981-01-21,0.580357,0.584821,0.580357,0.580357,0.026404,3976000.0,0.5627232999999998,1,0.5698824427246311,1,1.9608359861980729,1,61.362954630508874,1,46.499390260016845,1,55.68793966065713,1,0.002795927232983386,1,18.182743804345534,0,82.5353083017568,1,101.54977782176702,1
1981-01-22,0.587054,0.591518,0.587054,0.587054,0.026708999999999997,8887200.0,0.5671875999999998,1,0.5730159156330042,1,1.1539448994325907,0,71.06756975367256,1,54.68878342456875,1,57.17273614087024,1,0.0038953426397128066,1,9.523200000000049,0,158.36643495531283,1,114.28716190090083,1
1981-01-23,0.587054,0.589286,0.584821,0.584821,0.026607,2805600.0,0.5689733999999997,1,0.5755758957973528,1,-0.3803738667992995,0,75.94940205800395,1,61.77565630238048,1,56.493011800145716,0,0.004546872988559381,1,14.286933333333232,1,119.65113711636121,0,82.80595194305765,0
1981-01-26,0.578125,0.578125,0.575893,0.575893,0.026201,6160000.0,0.5698662999999998,1,0.5760404979821188,1,-1.5266209660733887,0,72.2996387052165,0,65.28365043665914,1,53.74190744882449,0,0.0043542844729071994,0,33.33333333333333,1,118.5517392255524,0,31.55033729035649,0
1981-01-27,0.575893,0.575893,0.571429,0.571429,0.025998,5924800.0,0.5727680999999998,1,0.576013626756025,0,-0.7751439937627391,1,63.88655036317053,0,64.81795041216293,0,52.368691787930445,0,0.003826933349440842,0,44.99921600250886,1,117.80434782608695,0,2.111257545065575,0
1981-01-28,0.555804,0.555804,0.553571,0.553571,0.025185,7039200.0,0.5736609999999998,1,0.5723331637135952,0,-3.125147656139249,0,42.591033575447014,0,57.40897813325762,0,47.175487749465134,0,0.0020560871115576917,0,100.0,1,81.62882021512719,0,-114.41527070632554,0
1981-01-29,0.535714,0.535714,0.533482,0.533482,0.024271,10976000.0,0.5714287999999998,0,0.5656662630372175,0,-3.628983454696877,0,28.39402238363134,0,47.73732621671553,0,42.115850096377876,0,-0.0008394003483414014,0,100.0,0,53.12779838812843,0,-173.75818585216734,1
1981-01-30,0.508929,0.508929,0.504464,0.504464,0.022951,11547200.0,0.5667412999999998,0,0.5553391542746797,0,-5.439358778740422,0,18.929348255754228,0,38.134666896395096,0,36.09397704748336,0,-0.005254282664492127,0,100.0,0,44.74733326150199,0,-193.7418709370866,1
1981-02-02,0.477679,0.477679,0.475446,0.475446,0.021631,5941600.0,0.5558037999999998,0,0.5412065379440278,0,-5.752243965872694,0,12.619565503836151,0,29.62963309887545,0,31.277757116250214,0,-0.010818209039077487,0,100.0,0,22.21040417714175,0,-176.7166984543217,1
1981-02-03,0.493304,0.495536,0.493304,0.493304,0.022443,4788000.0,0.5479912999999998,0,0.5324906336543774,0,3.7560522120283046,1,13.541469703639532,1,24.26691196713014,0,36.86138715084791,1,-0.013702938877420578,0,84.61472189675371,0,35.026114012668074,1,-99.35825400939888,1
1981-02-04,0.511161,0.513393,0.511161,0.511161,0.023256,6966400.0,0.5410716999999997,0,0.5286102046582212,0,3.6198773981155563,0,19.485306342599696,1,22.67304342561999,0,41.94120017169001,1,-0.01445346616328047,0,69.23030532772762,0,40.960106678519836,1,-52.74843332582023,1
1981-02-05,0.511161,0.515625,0.511161,0.511161,0.023256,1982400.0,0.5334823999999998,0,0.5254360734681823,0,0.0,0,24.58459061704791,1,23.31022582276263,1,41.94120017169001,0,-0.014874615942644276,0,68.62702037947997,0,24.803836094158672,0,-40.91934609020456,1
1981-02-06,0.513393,0.515625,0.513393,0.513393,0.023357,3466400.0,0.5261162999999998,0,0.523245549384887,0,0.436653031041101,1,28.98243766172284,1,25.200963102416033,1,42.61052967026639,1,-0.014863446153251858,1,63.04307599411759,0,33.371757925072046,1,-27.173923629507602,1
1981-02-09,0.491071,0.491071,0.48660699999999996,0.48660699999999996,0.022139,4188800.0,0.5174108999999997,0,0.517393720209633,0,-5.2174455047108275,0,23.951323872509874,0,24.784416692447312,0,37.0850593821319,0,-0.016730293751020753,0,88.88866765557958,1,34.783131082542354,1,-84.27434758244716,0
1981-02-10,0.48660699999999996,0.488839,0.48660699999999996,0.48660699999999996,0.022139,4586400.0,0.5084822999999997,0,0.5117946386205254,0,0.0,1,22.140532146948335,0,23.903121843947652,0,37.0850593821319,0,-0.017999720062106928,0,86.11090370591606,0,43.05817968597302,1,-77.96661648825848,1
1981-02-11,0.473214,0.473214,0.47098199999999996,0.47098199999999996,0.021428,3460800.0,0.5002232999999997,0,0.5047784431628647,0,-3.2110101169937955,0,14.760354764632222,0,20.85553281750917,0,34.09408379867419,0,-0.019988175112555906,0,100.0,1,46.968943216544666,1,-115.20764473402657,0
1981-02-12,0.46875,0.46875,0.46651800000000004,0.46651800000000004,0.021225,3640000.0,0.49352689999999966,0,0.49822664519982873,0,-0.947806922557537,1,9.840236509754813,0,17.183767381591053,0,33.26854676096764,0,-0.02166001557871655,0,100.0,0,57.71548336389834,1,-115.57635694951959,0
1981-02-13,0.459821,0.459821,0.45535699999999996,0.45535699999999996,0.020717,2788800.0,0.4886160999999996,0,0.4912427785302334,0,-2.392405009024323,0,6.560157673169876,0,13.64256414545066,0,31.232323306311187,0,-0.023583418865684547,0,100.0,0,79.40646401537907,1,-128.72495848636498,0
1981-02-17,0.46651800000000004,0.46875,0.46651800000000004,0.46651800000000004,0.021225,3068800.0,0.48749999999999954,0,0.4867468259031226,0,2.451043906209871,1,10.5464213473884,1,12.610516546096573,0,35.48476687919016,1,-0.02395494620041888,0,81.48105130417456,0,124.25415255603936,1,-77.52555111980071,1
1981-02-18,0.48660699999999996,0.491071,0.48660699999999996,0.48660699999999996,0.022139,4810400.0,0.48683029999999955,0,0.4867214005207278,0,4.306157533042643,1,24.314857212942222,1,16.51196343504512,1,42.390193547576004,1,-0.02241217884620067,1,48.148271055950126,0,124.38316400580551,1,6.27159209240657,1
1981-02-19,0.459821,0.459821,0.457589,0.457589,0.020819,5577600.0,0.4816962999999996,0,0.4818300265297445,0,-5.963333860795251,0,17.444390771328123,0,16.822772547139454,1,36.33954923510203,0,-0.02320478970813611,0,96.29654211190008,1,63.77395337483217,0,-90.1623652794469,0
1981-02-20,0.43526800000000004,0.43526800000000004,0.433036,0.433036,0.019701,6092800.0,0.4741069999999995,0,0.4733636482734849,0,-5.365732130798606,1,11.629593847552082,0,15.09171298061033,0,32.15706426871343,0,-0.02547359779962982,0,100.0,1,48.63704443334997,0,-155.80894961091738,1
1981-02-23,0.43973199999999996,0.441964,0.43973199999999996,0.43973199999999996,0.020006,3528000.0,0.46674089999999957,0,0.46724847499966393,0,1.5462917632714124,1,11.599017592173505,0,13.927481184464721,0,34.37534966254377,1,-0.026436448238041366,0,88.46213491858364,0,48.856714927608586,1,-114.22870430223371,1
1981-02-24,0.428571,0.428571,0.42410699999999996,0.42410699999999996,0.019295,4244800.0,0.4604908999999996,0,0.460215898068803,0,-3.5533006467575734,0,7.7326783947823365,0,11.862546921237259,0,31.76526533601279,0,-0.02811012296980514,0,100.0,1,48.7593423019432,0,-136.3097273805458,0
1981-02-25,0.45089300000000004,0.453125,0.45089300000000004,0.45089300000000004,0.020513999999999998,4872000.0,0.45691949999999953,0,0.45852076480280973,0,6.3158589695525125,1,18.48865137514892,1,14.071248405874478,1,40.15431522003555,1,-0.02700208287243211,1,59.999402664117916,0,63.0859375,1,-20.407388918451016,1
1981-02-26,0.457589,0.459821,0.457589,0.457589,0.020819,2710400.0,0.4553569999999995,0,0.4583513480414221,0,1.4850529948346791,0,28.992434250099304,1,19.044977020616088,1,42.07161898295132,1,-0.02530054556140998,1,49.999999999999915,0,84.9874686716792,1,17.62010207344103,1
1981-02-27,0.473214,0.477679,0.473214,0.473214,0.021529,3690400.0,0.4558033999999996,1,0.4610537133782815,1,3.414636278407035,1,43.77276712983745,1,27.287573723689874,1,46.387904185555215,1,-0.02245185178719461,1,26.666567110686263,0,121.25748502994011,1,90.71812708524335,1
1981-03-02,0.475446,0.477679,0.475446,0.475446,0.021631,2940000.0,0.45736589999999955,1,0.4636705442473234,1,0.47166820930910625,0,54.737367123453744,1,36.4375048569445,1,46.99546619396729,1,-0.01978855136636798,1,23.333432889313652,0,160.97818437719914,1,79.84811654637596,0
1981-03-03,0.47098199999999996,0.47098199999999996,0.46875,0.46875,0.021325999999999998,4043200.0,0.4578122999999996,1,0.46499992123747347,1,-1.4083618328895375,0,64.26914845488518,1,45.714719389591394,1,45.33559981545643,0,-0.018003305786514323,1,33.33283555343165,1,112.99102132435466,0,49.812602561921516,0
1981-03-04,0.46651800000000004,0.46651800000000004,0.464286,0.464286,0.021123,3427200.0,0.4558033999999996,0,0.46527593919312604,1,-0.9523200000000065,1,67.84609896992343,1,53.09184591636874,1,44.21442188302986,0,-0.016750953061451135,1,25.00000000000005,0,75.86206896551724,0,46.10092675908791,0
1981-03-05,0.464286,0.464286,0.462054,0.462054,0.021022,1344000.0,0.45624989999999954,1,0.46509594830941814,0,-0.48073816569957906,1,68.84194746032429,1,58.34187976435392,1,43.633378309297036,0,-0.015754678647280473,1,29.166355558874002,1,92.63157894736842,1,32.5052158174189,0
1981-03-06,0.462054,0.462054,0.457589,0.457589,0.020819,2900800.0,0.4589284999999996,1,0.46454286192240063,0,-0.9663372679383775,0,66.7276538657569,0,61.13713779815491,1,42.432079561201824,0,-0.015146765932896822,1,37.500933323377836,1,111.1578947368421,1,4.328880914174303,0
1981-03-09,0.42410699999999996,0.42410699999999996,0.421875,0.421875,0.019194,3830400.0,0.4573659999999996,0,0.4571908339943472,0,-7.804820483009866,0,44.48510257717127,0,55.58645939116036,0,34.29808660373702,0,-0.017318409575847127,0,100.0,1,71.81663837011885,0,-162.04673519429753,1
1981-03-10,0.404018,0.404018,0.40178600000000003,0.40178600000000003,0.01828,7095200.0,0.45491069999999956,0,0.4475229889370341,0,-4.761837037037031,1,29.656735051447512,0,46.943217944589406,0,30.729697030589676,0,-0.020409799561566633,0,100.0,0,62.77516695523126,0,-200.5768546758317,1
1981-03-11,0.390625,0.390625,0.38616100000000003,0.38616100000000003,0.017569,7464800.0,0.4488838999999996,0,0.4371778500847778,0,-3.888886123458757,1,19.771156700965008,0,37.88586419671461,0,28.266387077963486,1,-0.023834475561920254,0,100.0,0,31.026785714285715,0,-153.48123738005413,1
1981-03-12,0.40178600000000003,0.404018,0.40178600000000003,0.40178600000000003,0.01828,14812000.0,0.4433035999999996,0,0.43074294282791253,0,4.046239780816818,1,18.871819160958616,0,31.547849184795943,0,33.9668180567424,1,-0.02500873523868219,0,82.92685591905418,0,71.22395833333334,1,-86.1566484517306,1
1981-03-13,0.399554,0.399554,0.397321,0.397321,0.018077,57825600.0,0.4359375999999996,0,0.4250722076194419,0,-1.1112880986395846,0,16.96691914385721,0,26.687539171149698,0,33.15598209213711,0,-0.02599689934997157,0,87.80567757162531,1,20.18851101770475,0,-76.3019764568448,1
1981-03-16,0.412946,0.417411,0.412946,0.412946,0.018787,9307200.0,0.42968759999999956,0,0.42286743676660205,0,3.9325885115561565,1,22.422113996647717,1,25.265730779649036,0,38.673101532526374,1,-0.02523641695717671,1,68.42173518350411,0,27.429626799133867,1,-32.67351138700141,1
1981-03-17,0.433036,0.4375,0.433036,0.433036,0.019701,10936800.0,0.4258929999999995,0,0.42471627044610566,1,4.865042886963433,1,34.94807599776514,1,28.493179185687737,1,44.963072153839974,1,-0.022760155187646236,1,41.66656296277868,0,41.7890520694259,1,26.28377926915932,1
1981-03-18,0.459821,0.464286,0.459821,0.459821,0.020919999999999998,9234400.0,0.4252232999999995,0,0.4310989598471694,1,6.185397980768337,1,54.72698399851009,1,37.23778078996185,1,52.0276328646616,1,-0.018436265108940475,1,5.7152,0,55.04593541202672,1,102.53139345195154,1
1981-03-19,0.457589,0.457589,0.45535699999999996,0.45535699999999996,0.020717,9452800.0,0.4245535999999996,0,0.43591533776088803,1,-0.9708125553204439,0,66.00828266567338,1,46.82794808186569,1,50.8560030331647,0,-0.01519276481746612,1,11.429120000000035,1,50.006322711178555,0,92.99792530122164,0
1981-03-20,0.459821,0.464286,0.459821,0.459821,0.020919999999999998,3651200.0,0.42433029999999955,0,0.4402618269557793,1,0.9803297193191396,1,75.43378844378225,1,56.363228202504544,1,52.019606071683555,1,-0.012124120609148914,1,5.7152,0,55.961563603085374,1,106.15690775224866,1
1981-03-23,0.477679,0.48214300000000004,0.477679,0.477679,0.021733000000000002,5504800.0,0.42968749999999956,1,0.4470649559244573,1,3.8836851731434807,1,82.07223494968575,1,64.93289711823161,1,56.460877901056605,1,-0.008163763871840757,1,4.650872038507244,0,65.3072396332284,1,114.68134313518368,1
1981-03-24,0.477679,0.477679,0.475446,0.475446,0.021631,7039200.0,0.4370535999999996,1,0.4526311501725469,1,-0.4674687394673027,0,85.41637085427712,1,71.76072169691344,1,55.765770613634885,0,-0.005145374167100036,1,6.977349919776691,1,65.35195836757053,1,87.71919581386611,0
1981-03-25,0.47098199999999996,0.47098199999999996,0.46651800000000004,0.46651800000000004,0.021225,1764000.0,0.44508929999999963,1,0.4559676704888575,1,-1.8778157771860426,0,84.13727105862075,0,75.88623815081587,1,52.95846468464479,0,-0.0034313920403454268,1,18.420928532691978,1,70.24878551450023,1,58.07820772618836,0
1981-03-26,0.459821,0.459821,0.457589,0.457589,0.020819,3068800.0,0.45089279999999954,1,0.4566682762266209,1,-1.9139668780197128,0,77.59678160848381,0,76.45641930337185,1,50.2347619418118,0,-0.0027591560078685795,1,28.947678668270026,1,48.81137682184802,0,24.044484900367745,0
1981-03-27,0.444196,0.444196,0.441964,0.441964,0.020108,3063200.0,0.4553569999999995,1,0.45440058865454475,0,-3.414636278407046,0,57.79142355058432,0,70.23475405244267,0,45.79607545688224,0,-0.0034432712960100753,0,58.06465598219573,1,158.41561423650975,1,-56.3390544199573,0
1981-03-30,0.441964,0.446429,0.441964,0.441964,0.020108,2475200.0,0.4582587999999996,1,0.4521393899134109,0,0.0,1,38.527615700389546,0,59.665707935091625,0,45.79607545688224,0,-0.003939977378037085,0,81.81929256521467,1,119.27447552447552,0,-87.7893730639597,0
1981-03-31,0.441964,0.441964,0.4375,0.4375,0.019905000000000003,3998400.0,0.45915159999999966,1,0.45028931848188625,0,-1.0100370165895933,0,25.68507713359303,0,48.338831001258754,0,44.49344950521456,0,-0.004639270965374753,0,100.0,1,66.2570888468809,0,-122.60961552720146,0
1981-04-01,0.43526800000000004,0.43526800000000004,0.433036,0.433036,0.019701,8517600.0,0.45669629999999967,0,0.44755816901696976,0,-1.020342857142864,0,17.123384755728686,0,37.933682252748724,0,43.17103203438369,0,-0.005489387723377093,0,100.0,0,27.25003670532961,0,-114.19601051556434,1
1981-04-02,0.47098199999999996,0.473214,0.47098199999999996,0.47098199999999996,0.021428,7851200.0,0.45803559999999965,1,0.4518170482068591,1,8.762781847236711,1,37.172949616138425,1,37.68010470721195,0,55.32600048579728,1,-0.003073305588589814,1,22.727920663042074,0,63.59554948272497,1,67.86164918929818,1
1981-04-03,0.473214,0.475446,0.473214,0.473214,0.021529,4121600.0,0.4593748999999997,1,0.45570740369817353,1,0.4739034612787796,0,54.78144374576482,1,43.38055105339624,1,55.92318310803214,1,-0.0009677424260690071,1,18.18274380434563,0,65.23521374194807,1,67.31904713800212,0
1981-04-06,0.46651800000000004,0.46651800000000004,0.464286,0.464286,0.021123,5700800.0,0.4582587999999997,0,0.45767296691836795,1,-1.886672837236436,0,61.082779678658895,1,49.28129392848379,1,52.8782744068373,0,-1.778966408788607e-05,1,30.00022399928327,1,38.413939097866795,0,37.23570726158582,0
1981-04-07,0.462054,0.462054,0.459821,0.459821,0.020919999999999998,2671200.0,0.45669629999999967,0,0.4584695184727128,1,-0.9616917158820182,1,61.77427786169808,1,53.44562190622189,1,51.37180882177719,0,0.0003711776472263284,1,36.84272577222353,1,44.00298451781384,1,25.70074300478126,0
1981-04-08,0.48214300000000004,0.48660699999999996,0.48214300000000004,0.48214300000000004,0.021936,5488000.0,0.4578123999999996,1,0.46277378821691884,1,4.8544977284639135,1,71.73856302015434,1,59.54326894419937,1,57.83865746020784,1,0.002449112197249581,1,8.332866662933142,0,66.17122473246135,1,125.8874628055971,1
1981-04-09,0.491071,0.493304,0.491071,0.491071,0.022341999999999997,3124800.0,0.4609373999999996,1,0.4679187361811813,1,1.8517327846717446,0,79.92400296562752,1,66.33684695134208,1,60.1228586804968,1,0.004760172823838005,1,3.7051171434260946,0,86.63850600266785,1,124.99973333333278,0
1981-04-10,0.49776800000000004,0.5,0.49776800000000004,0.49776800000000004,0.022647,8366400.0,0.4662945999999996,1,0.4733458753743646,1,1.3637539174579771,0,85.50495723662746,1,72.7262170464372,1,61.794918677410756,1,0.00704993373386642,1,3.333134221372611,0,136.44646924829158,1,121.3398815325779,0
1981-04-13,0.49776800000000004,0.5,0.49776800000000004,0.49776800000000004,0.022647,4015200.0,0.47187499999999966,1,0.47778626188216433,1,0.0,0,89.2255934172941,1,78.22600917005616,1,61.794918677410756,0,0.008763511899868015,1,3.333134221372611,0,135.22074110309404,0,101.46228828839662,0
1981-04-14,0.49776800000000004,0.5,0.49776800000000004,0.49776800000000004,0.022647,1663200.0,0.47745539999999964,1,0.48141930531838734,1,0.0,0,90.96534869647431,1,82.4724556788622,1,61.794918677410756,0,0.010006144522750782,1,3.333134221372611,0,161.14107294919103,1,84.00616885878087,0
1981-04-15,0.475446,0.475446,0.473214,0.473214,0.021529,8512000.0,0.48147319999999966,1,0.4803332497712047,0,-4.932820108966429,0,71.75467690876067,0,78.89986275549502,0,51.8409399295141,0,0.008909354147035753,0,66.66666666666657,1,161.18682566723453,1,-40.63232026013891,0
1981-04-16,0.448661,0.448661,0.446429,0.446429,0.020311000000000003,5969600.0,0.4792410999999997,0,0.4745746587529651,0,-5.660229832591601,0,47.83645127250711,0,68.54539226116572,0,43.59189329953799,0,0.005814267206959989,0,100.0,1,93.17785527462948,0,-141.91214195206337,0
1981-04-20,0.459821,0.462054,0.459821,0.459821,0.020919999999999998,8836800.0,0.4779017999999997,0,0.4718921752858809,0,2.9998051201870712,1,40.223834177938016,0,59.104872900089816,0,48.04342885927726,1,0.00439027609034115,0,75.00140001120016,0,111.53007846556233,1,-70.3036078891356,1
1981-04-21,0.491071,0.493304,0.491071,0.491071,0.022341999999999997,7134400.0,0.4803570999999997,1,0.475379234385919,1,6.796122839104779,1,54.59335611613642,1,57.60103397210535,0,56.642008929457205,1,0.00571501126593521,1,16.66760000746677,0,179.01960784313727,1,47.263068242129336,1
1981-04-22,0.508929,0.511161,0.508929,0.508929,0.023153999999999997,4748800.0,0.4850445999999997,1,0.48147919185775767,1,3.636541355527001,0,68.57954981678039,1,61.26053925366369,1,60.64976322105943,1,0.008111029919333268,1,3.4480627819316774,0,234.04461687681862,1,105.91419728720379,1
1981-04-23,0.522321,0.524554,0.522321,0.522321,0.023763999999999997,14504000.0,0.48906239999999973,1,0.4889049752434589,1,2.631408310393013,0,78.10028654452029,1,66.87378835061588,1,63.38320349028781,1,0.01096319164355719,1,2.8582399999999115,0,286.09763983187844,1,130.05947856124655,1
1981-04-24,0.522321,0.522321,0.517857,0.517857,0.02356,8764000.0,0.4921873999999997,1,0.49498061616659894,1,-0.8546468550948649,0,82.54280436301354,1,72.09679368808176,1,61.84113688617195,0,0.012716991685624957,1,8.572159999999945,1,177.9948475740661,0,95.6101736451717,0
1981-04-27,0.515625,0.515625,0.513393,0.513393,0.023357,9632000.0,0.4939730999999997,1,0.49873414052942094,1,-0.8620140309004265,0,83.5998429086757,1,75.93114342827974,1,60.26222181705706,0,0.013590253664653829,1,14.286079999999979,1,106.56945751019128,0,67.40208754292944,0
1981-04-28,0.506696,0.506696,0.504464,0.504464,0.022951,8047200.0,0.49486589999999975,1,0.5001817513515546,1,-1.7392134290884265,0,80.49482860578381,0,77.4523718207811,1,57.120713261469376,0,0.013407728105263084,0,25.715199999999943,1,86.34748206262992,0,34.86053283715255,0
1981-04-29,0.5,0.5,0.49776800000000004,0.49776800000000004,0.022647,3410400.0,0.4950890999999998,1,0.5001487056510983,0,-1.3273494243394968,1,75.56785907052256,0,76.82420090402825,0,54.81304008285365,0,0.01257809242729302,0,34.28607999999993,1,79.44928634583806,0,13.371954581308879,0
