Id,Title,Description,URL,Timestamp
30,"Manmohan Singh: Modi govt has crossed limits, Opposition must band together","Former prime minister Manmohan Singh launched a blistering attack on the Naredra Modi government in New Delhi where he took part in the Congress-led nationwide protest over rising fuel prices. Singh, in a rare public speech, derided the Modi government for cr…",https://www.indiatoday.in/india/story/manmohan-singh-bharat-bandh-protest-narendra-modi-fuel-prices-1336345-2018-09-10,2018-09-10T05:52:00Z
31,Valve: sono le brutte persone a fare brutti videogiochi - Game Legends,Game Legends Valve: sono le brutte persone a fare brutti videogiochi Game Legends Valve ha deciso di prendere posizione contro i così detti Troll di Internet e adottare alcune misure per selezionare i giochi che sono pubblicati sul negozio di digital delivery…,https://www.gamelegends.it/275531/valve-sono-le-brutte-persone-a-fare-brutti-videogiochi/,2018-09-10T05:51:49Z
32,"सत्तांतर होणारच; मनमोहन, सोनियांचे धरणे","'पंतप्रधान नरेंद्र मोदी सर्वच आघाड्यांवर अपयशी ठरले आहेत. त्यामुळे सत्तांतर निश्चित असून विरोधकांनी सर्व मतभेद विसरून एकत्र यावं', असं आवाहन माजी पंतप्रधान मनमोहन सिंग यांनी केलं आहे. इंधन दरवाढीच्या विरोधात काँग्रेसने धरणं धरलं असून त्यात मनमोहन सिंग यांच्या…",https://maharashtratimes.indiatimes.com/india-news/sonia-gandhi-manmohan-singh-join-bharat-bandh-over-rising-fuel-prices/articleshow/65749998.cms,2018-09-10T05:51:42Z
33,Prashant Kishore not to campaign for anyone in 2019,"Interacting with students of ISB Hyderabad on Sunday night, Prashant Kishore said for last two years he wanted to leave this domain but wanted to leave his organisation Indian Political Action Committee (IPAC) in safe hands before taking the decision.",https://indianexpress.com/article/india/prashant-kishore-not-to-campaign-for-anyone-in-2019-5348200/,2018-09-10T05:41:14Z
34,"Bharat Bandh Live: Fuel prices hit record new high, rupee goes down to historic low - Janta Ka Reporter 3.0",21 opposition parties joined together in support of the Bharat Bandh to protest against the rise in fuel prices and depreciation of the Indian rupee,http://www.jantakareporter.com/business/bharat-bandh-live-fuel-prices-hit-record-new-high-rupee-goes-down-to-historic-low/207068/,2018-09-10T05:39:29Z
35,"Bharat Bandh: Ashok Chavan, Sanjay Nirupam lead protests at Andheri station, block suburban railway tracks in Mumbai","As petrol prices on Monday shot up to Rs 89.97 in Maharashtra's Parbhani - the highest in India - the Opposition Congress staged a 'rail-roko' agitation in Mumbai The post Bharat Bandh: Ashok Chavan, Sanjay Nirupam lead protests at Andheri station, block subu…",https://www.firstpost.com/india/bharat-bandh-ashok-chavan-sanjay-nirupam-lead-protests-at-andheri-station-block-suburban-railway-tracks-in-mumbai-5151391.html,2018-09-10T05:39:01Z
36,Former PM Manmohan Singh hits out at Modi govt,"India News: NEW DELHI: Former Prime Minister Manmohan Singh on Monday lashed out at the Narendra Modi-led government, saying it has done a lot which is not in the.",https://timesofindia.indiatimes.com/india/former-pm-manmohan-singh-hits-out-at-modi-govt/articleshow/65749875.cms,2018-09-10T05:39:00Z
37,"Bharat Bandh LIVE updates: Sanjay Nirupam, Ashok Chavan arrested in Mumbai; Manmohan Singh calls Modi govt ‘despotic’","Bharat Bandh LIVE updates: Maharashtra Congress president Ashok Chavan was also arrested along with Mumbai Congress chief Sanjay Nirupam on Monday morning at the Andheri railway station. The post Bharat Bandh LIVE updates: Sanjay Nirupam, Ashok Chavan arreste…",https://www.firstpost.com/india/bharat-bandh-live-updates-sanjay-nirupam-ashok-chavan-arrested-in-mumbai-manmohan-singh-calls-modi-govt-despotic-5149371.html,2018-09-10T05:36:12Z
38,"Marked As World’s Tallest, Statue Of Sardar Patel To Be Unveiled By PM Modi On October 31","Prime Minister Narendra Modi will inaugurate a statue of Sardar Patel, India’s first home minister, on October 31, which is his birth anniversary. The Gujarat government has described the statue as the world’s tallest.  Gujarat CM Vijay Rupani said that the s…",https://www.indiatimes.com/news/india/marked-as-world-s-tallest-statue-of-sardar-patel-to-be-unveiled-by-pm-modi-on-october-31_-352756.html,2018-09-10T05:26:43Z
39,Amit Shah to lead BJP in Lok Sabha polls,Shah had replaced Rajnath Singh as the party president soon after it came to power in May 2014 as Singh quit his post following his inclusion in Prime Minister Narendra Modi#39;s Cabinet.,https://www.moneycontrol.com/news/politics/amit-shah-to-lead-bjp-in-lok-sabha-polls-2932851.html,2018-09-10T05:15:06Z
40,Switching to electric vehicles: Get ready for a long drive,The target of EVs by 2030 is more a statement of intent to give direction to policymakers.,https://economictimes.indiatimes.com/markets/stocks/news/switching-to-electric-vehicles-get-ready-for-a-long-drive/articleshow/65749582.cms,2018-09-10T05:13:02Z
41,"Bharat Bandh LIVE updates: Congress leader Sanjay Nirupam arrested at Andheri station during protests in Mumbai, say reports","Bharat Bandh LIVE updates: Mumbai Congress president Sanjay Nirupam has been arrested during protests at the Andheri railway station in the city, according to reports. The post Bharat Bandh LIVE updates: Congress leader Sanjay Nirupam arrested at Andheri stat…",https://www.firstpost.com/india/bharat-bandh-live-updates-congress-leader-sanjay-nirupam-arrested-at-andheri-station-during-protests-in-mumbai-say-reports-5149371.html,2018-09-10T05:12:12Z
42,Linkax LED Taktische Taschenlampe 2 Stück Superhelle 800 Lumen Taschenlampen Tragbare Zoombar Taschenlampe Outdoor Camping Handlampe Mit einstellbarem Fokus inklusive 6 AAA Batterie,"Elektro- und Handwerkzeuge online - Linkax LED Taktische Taschenlampe 2 Stück Superhelle 800 Lumen Taschenlampen Tragbare Zoombar Taschenlampe Outdoor Camping Handlampe Mit einstellbarem Fokus inklusive 6 AAA Batterie. <b>Die letzte Taschenlampe, die du jemal…",https://www.amazon.de/Linkax-Taschenlampe-Superhelle-Taschenlampen-einstellbarem/dp/B07FQQP43C,2018-09-10T05:10:01Z
43,"Bharat Bandh disrupts rail and road traffic in Bihar: RJD, Hindustani Awami Morcha, Left parties back shutdown","Rail and road traffic was hit across Bihar on Monday due to the Bharat Bandh called by the Congress against the hike in fuel prices. The shutdown is being supported by the opposition Rashtryia Janata Dal (RJD), Left Parties and Hindustani Awam Morcha (HAM). T…",https://www.firstpost.com/india/bharat-bandh-disrupts-rail-and-road-traffic-in-bihar-rjd-hindustani-awami-morcha-left-parties-back-shutdown-5150881.html,2018-09-10T05:05:09Z
44,"Ronaldo, riposo in yacht e vitamina D","(ANSA) - TORINO, 9 SET - ""Vitamima D"" assunta nel migliore dei modi: una giornata all'aria aperta su uno yacht a Montecarlo. Cristiano Ronaldo sfrutta i tre giorni di riposo concessi da Allegri ai suo",https://www.tuttomercatoweb.com/altre-notizie/ronaldo-riposo-in-yacht-e-vitamina-d-1155366,2018-09-10T05:04:55Z
45,"‘Arrogance’, opposition slams Amit Shah for saying 'BJP will rule India for 50 years'",Several opposition leaders reacted sharply to BJP president Amit Shah’s comment where he had claimed that his party will not only win 2019 Lok Sabha polls but will also remain in power for the next 50 years. Shah was chalking out his party's future strategy a…,https://timesofindia.indiatimes.com/india/arrogance-opposition-slams-shah-for-saying-bjp-will-rule-india-for-50-years/articleshow/65749439.cms,2018-09-10T05:02:59Z
