Date,Open,High,Low,Close,Adj Close,Volume
2018-08-03,107.019997,107.019997,107.019997,107.019997,107.019997,0
2018-08-06,108.019997,108.019997,108.019997,108.019997,108.019997,20
2018-08-07,108.019997,109.459999,108.019997,109.459999,109.459999,20
2018-08-08,108.800003,109.019997,107.839996,108.040001,108.040001,101
2018-08-09,108.160004,108.180000,108.160004,108.180000,108.180000,3
2018-08-10,107.940002,107.940002,107.940002,107.940002,107.940002,0
2018-08-13,106.639999,108.419998,106.639999,108.000000,108.000000,40
2018-08-14,108.000000,108.059998,107.699997,107.699997,107.699997,140
2018-08-15,108.419998,108.419998,108.419998,108.419998,108.419998,0
2018-08-16,105.980003,105.980003,105.980003,105.980003,105.980003,69
2018-08-17,107.360001,107.360001,107.360001,107.360001,107.360001,0
2018-08-20,108.180000,108.180000,107.559998,107.559998,107.559998,193
2018-08-21,107.639999,107.639999,107.639999,107.639999,107.639999,0
2018-08-22,107.099998,107.099998,107.099998,107.099998,107.099998,0
2018-08-23,107.120003,107.120003,107.120003,107.120003,107.120003,0
2018-08-24,107.620003,107.620003,107.620003,107.620003,107.620003,0
2018-08-27,107.660004,107.660004,107.660004,107.660004,107.660004,65
2018-08-28,108.059998,108.059998,108.059998,108.059998,108.059998,0
2018-08-29,109.360001,109.360001,109.360001,109.360001,109.360001,0
2018-08-30,109.739998,109.739998,109.739998,109.739998,109.739998,0
2018-08-31,108.360001,108.360001,108.360001,108.360001,108.360001,0
2018-09-03,106.000000,106.000000,106.000000,106.000000,106.000000,65
