Id,Title,Description,URL,Timestamp
90,"US STOCKS-S&P, Nasdaq edge higher after recent losses but Apple drags","U.S. stocks mostly edged higher on Monday, rebounding slightly after last week's losses, although a drop in Apple kept gains in check.",https://www.reuters.com/article/usa-stocks/us-stocks-sp-nasdaq-edge-higher-after-recent-losses-but-apple-drags-idUSL2N1VW149,2018-09-10T19:39:03Z
91,Broker Received Passwords from Westpac Employee,"Broker Received Passwords from Westpac EmployeeAustralian banks have made headlines once again with reports that a former employee shared customer information with a mortgage broker. According to news from the Australian Broadcasting Company (ABC), a manager …",http://www.newslocker.com/en-uk/profession/security/broker-received-passwords-from-westpac-employee/,2018-09-10T19:38:00Z
92,Pierce Bainbridge Investigating a Potential Class Action Against Tesla,"NEW YORK, Sept. 10, 2018 /PRNewswire/ -- Pierce Bainbridge Beck Price & Hecht LLP is investigating whether Tesla (NASDAQ: TSLA) violated federal securities laws. If you or your company recently purchased or sold Tesla shares, bonds, or options and have lost o…",https://www.prnewswire.com/news-releases/pierce-bainbridge-investigating-a-potential-class-action-against-tesla-300709884.html,2018-09-10T19:37:00Z
93,What's McLaren Planning To Do With This New Electric Powertrain?,"McLaren’s Formula One cars have been fairly terrible as of late, but its high-end road cars are unimpeachable. They’re big, beefy, twin-turbo V8 carbon-eaters, although McLaren admits the future is electrified and possibly even fully electric. So an announcem…",https://www.gizmodo.com.au/2018/09/whats-mclaren-planning-to-do-with-this-new-electric-powertrain/,2018-09-10T19:30:00Z
94,Tesla May Emerge a Winner in Nevada’s Toss-Up Senate Race,"Interesting look at how a tight Senate race in Nevada might end up with electric vehicles the real winner, as the incumbent and challenger are both pushing for electric vehicle measures at the.. Click headline for full article",https://www.energycentral.com/c/ec/tesla-may-emerge-winner-nevada%E2%80%99s-toss-senate-race?utm_source=PANTHEON_STRIPPED&utm_medium=PANTHEON_STRIPPED&utm_campaign=PANTHEON_STRIPPED,2018-09-10T19:19:40Z
95,Stocks fight for gains following last week's sharp losses - Yahoo News,"Stocks fight for gains following last week's sharp losses Yahoo News Stocks are fighting for gains here, as tech looks to rebound after a tough week. Plus, Les Moonves gets the boot as more allegations emerge. What it means for a CBS–Viacom tie up. And, one a…",https://finance.yahoo.com/news/stocks-fight-gains-following-last-weeks-sharp-losses-191838032.html,2018-09-10T19:19:25Z
96,Researchers Figured Out How to Hack a Tesla’s Locks in Under Two Seconds,A team of researchers demonstrates how they hacked Tesla fobs.,https://motherboard.vice.com/en_us/article/438ydj/break-into-a-tesla-key-fob-lock,2018-09-10T19:18:16Z
97,Italian relief rally brings comfort to financial stocks,Shares in AIB and Bank or Ireland rise as optimism sweeps European financial sector,https://www.irishtimes.com/business/markets/italian-relief-rally-brings-comfort-to-financial-stocks-1.3624651,2018-09-10T19:14:56Z
98,"Ignore Elon Musk's Tweets, Listen to the Bond Market","To be clear, any time a high-profile CEO of a major, multi-billion dollar automotive company goes off the proverbial rails on social media it concerns us, but … there is a much bigger issue at play right now—namely Tesla’s liquidity.",https://www.forbes.com/sites/daryljones/2018/09/10/ignore-elon-musks-tweets-listen-to-the-bond-market/,2018-09-10T19:14:00Z
99,Elon Musk said Tesla is about to have the 'most amazing quarter' in its history — here's what workers think of his prediction (TSLA),"In what has been a pressure-filled year for Tesla, the company's third-quarter performance might be its most important test in 2018. On Friday, CEO Elon Musk said in an email to employees that was posted on Tesla's website that the third quarter will be the ""…",https://www.businessinsider.com/tesla-workers-share-insight-on-elon-musks-bold-q3-prediction-2018-9,2018-09-10T19:11:25Z
100,'A ray of sunshine:' Family devastated by freak crash involving pregnant woman,"Sara Steiner was taken to Creighton University Medical Center-Bergan Mercy after the Friday crash. Steiner's organs will be donated, said Tammy Trahan, her mother.",https://www.omaha.com/news/metro/a-ray-of-sunshine-family-devastated-by-freak-crash-involving/article_b1212644-0f56-5e07-8c14-0787fec6fa5a.html,2018-09-10T18:59:00Z
